energy_kev tbabs_nh0.101_model_model tbabs_nh0.101_model_y
8.7993 0.9989790819 0.9989790819
8.86035 0.9989984914 0.9989984914
8.92185 0.9990175498 0.9990175498
8.98375 0.9990362468 0.9990362468
9.04605 0.9990545885 0.9990545885
9.1088 0.9990725951 0.9990725951
9.172 0.9990902716 0.9990902716
9.23565 0.9991076225 0.9991076225
9.29975 0.9991246533 0.9991246533
9.36425 0.9991413556 0.9991413556
9.4292 0.9991577476 0.9991577476
9.49465 0.9991738465 0.9991738465
9.56055 0.9991896444 0.9991896444
9.6269 0.9992051458 0.9992051458
9.6937 0.9992203556 0.9992203556
9.76095 0.9992352784 0.9992352784
9.8287 0.9992499295 0.9992499295
9.8969 0.9992643026 0.9992643026
9.96555 0.999278402 0.999278402
10.0347 0.9992922425 0.9992922425
10.10435 0.9993058276 0.9993058276
10.17445 0.9993191518 0.9993191518
10.245 0.9993322196 0.9993322196
10.3161 0.9993450532 0.9993450532
10.3877 0.9993576472 0.9993576472
10.45975 0.9993699967 0.9993699967
10.53235 0.9993821224 0.9993821224
10.60545 0.9993940196 0.9993940196
10.679 0.9994056839 0.9994056839
10.7531 0.9994171348 0.9994171348
10.82775 0.9994283755 0.9994283755
10.90285 0.9994393945 0.9994393945
10.9785 0.9994502097 0.9994502097
11.0547 0.9994608246 0.9994608246
11.1314 0.999471235 0.999471235
11.20865 0.9994814514 0.9994814514
11.2864 0.9994914701 0.9994914701
11.3647 0.9995013007 0.9995013007
11.44355 0.9995109463 0.9995109463
11.52295 0.9995204098 0.9995204098
11.6029 0.999529694 0.999529694
11.6834 0.9995388018 0.9995388018
11.7645 0.9995477415 0.9995477415
11.84615 0.9995565103 0.9995565103
11.92835 0.9995651109 0.9995651109
12.0111 0.9995735463 0.9995735463
12.0944 0.9995818191 0.9995818191
12.1783 0.999589937 0.999589937
12.2628 0.9995979022 0.9995979022
12.3479 0.9996057171 0.9996057171
12.4336 0.9996133842 0.9996133842
12.5199 0.9996209057 0.9996209057
12.60675 0.9996282798 0.9996282798
12.6942 0.9996355131 0.9996355131
12.7823 0.9996426121 0.9996426121
12.871 0.9996495747 0.9996495747
12.9603 0.9996564032 0.9996564032
13.05025 0.9996631035 0.9996631035
13.1408 0.9996696742 0.9996696742
13.23195 0.9996761172 0.9996761172
13.32375 0.9996824382 0.9996824382
13.4162 0.9996886392 0.9996886392
13.5093 0.9996947221 0.9996947221
13.60305 0.9997006887 0.9997006887
13.69745 0.999706541 0.999706541
